age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
19,Male,4.98,0.93,0.37,4.66,6.82,48,158,7.06,Medium,Yes,Mild,0
26,Male,10.13,4.94,3.61,2.99,5.83,229,143,11.78,Low,Yes,Moderate,1
21,Male,5.36,4.94,3.05,2.64,5.92,52,54,7.0,High,No,Severe,1
32,Other,9.53,0.65,0.86,5.96,6.52,86,173,11.6,High,No,Moderate,1
25,Male,5.22,1.09,0.92,4.61,8.99,93,37,6.18,High,No,Mild,0
18,Female,10.5,0.59,0.67,4.67,6.53,79,31,12.76,High,Yes,Severe,1
30,Female,5.17,4.27,0.14,0.65,6.9,123,179,6.5,Medium,Yes,Moderate,1
25,Other,6.57,2.64,1.15,0.84,6.48,153,117,8.23,Medium,No,Moderate,1
26,Male,7.65,3.07,3.59,1.86,8.14,26,28,10.45,Medium,No,Mild,0
32,Other,7.38,5.76,3.45,4.1,5.91,99,167,8.37,Low,Yes,Severe,1
21,Male,4.0,5.37,1.77,3.66,7.92,233,28,6.98,Medium,Yes,Moderate,1
26,Other,5.58,0.97,3.89,2.46,8.32,128,129,6.78,Low,Yes,Mild,0
31,Female,11.86,5.59,1.5,1.39,7.05,47,137,14.3,Low,Yes,Moderate,1
25,Male,11.16,5.32,3.03,2.21,7.63,169,164,12.11,High,No,Severe,1
30,Other,9.46,5.76,2.45,4.06,6.55,46,131,10.5,High,No,Severe,1
22,Other,5.46,3.22,2.89,5.61,5.38,211,158,8.02,High,No,Mild,0
25,Other,10.52,1.34,1.92,4.97,6.99,189,38,11.67,Low,Yes,Severe,1
24,Male,10.12,5.42,1.93,3.85,6.48,28,125,10.63,Medium,Yes,Severe,1
28,Female,7.16,1.19,3.52,1.17,5.11,26,115,9.4,High,Yes,Moderate,1
30,Female,5.72,1.65,2.37,4.32,6.52,46,90,7.88,High,No,Mild,0
18,Female,10.62,1.77,2.87,1.88,5.1,198,40,12.93,Medium,No,Moderate,1
28,Male,4.14,5.09,2.59,2.31,7.3,64,114,7.1,Low,Yes,Moderate,1
25,Female,3.01,4.2,2.22,1.27,7.94,155,92,5.18,Medium,Yes,Severe,1
22,Female,4.77,5.63,0.29,1.95,5.68,51,141,6.96,Medium,Yes,Severe,1
28,Male,9.52,0.89,0.55,5.93,7.97,155,155,10.36,Low,Yes,Severe,1
20,Male,7.74,5.91,3.29,1.17,6.23,183,176,9.81,High,Yes,Moderate,1
24,Female,6.72,4.71,2.76,2.9,5.57,149,63,8.01,High,Yes,Severe,1
31,Male,5.47,5.1,0.59,4.8,7.5,202,161,7.81,High,Yes,Severe,1
35,Other,4.34,5.38,3.22,4.93,8.6,64,112,7.06,Low,No,Severe,1
28,Other,10.61,1.41,0.75,1.52,7.27,214,80,11.76,High,No,Moderate,1
31,Female,9.9,4.51,1.74,1.12,8.87,49,34,11.17,Low,Yes,Moderate,1
26,Other,3.22,4.39,0.1,3.59,6.66,235,100,4.51,Medium,Yes,Severe,1
23,Male,10.02,3.42,3.72,0.79,8.65,167,40,12.24,Low,No,Severe,1
18,Female,4.58,2.26,2.63,3.74,8.78,139,73,6.88,High,Yes,Mild,0
28,Other,9.87,0.87,3.85,4.99,5.65,135,83,12.08,Low,Yes,Severe,1
24,Male,11.89,5.8,1.82,1.7,6.87,57,105,13.37,High,No,Severe,1
21,Male,4.44,5.71,1.17,5.18,5.42,27,18,6.3,Medium,No,Moderate,1
34,Female,9.29,3.68,0.66,1.89,7.37,55,145,10.96,Low,Yes,Moderate,1
34,Female,7.72,0.96,2.55,1.76,6.42,110,89,9.58,Low,Yes,Mild,0
31,Female,9.86,1.65,1.58,0.86,7.31,207,98,11.24,Low,Yes,Moderate,1
24,Other,6.77,5.98,0.54,1.82,4.67,210,150,7.85,High,Yes,Severe,1
22,Other,10.89,4.02,0.79,3.01,8.13,167,44,13.84,High,Yes,Moderate,1
21,Male,10.84,4.4,0.88,2.82,8.55,129,171,12.3,High,No,Severe,1
25,Male,4.86,0.51,1.5,5.5,4.79,24,114,5.61,Medium,No,Mild,0
18,Other,9.17,2.08,3.16,2.32,4.62,104,39,10.89,Medium,Yes,Severe,1
23,Other,7.64,3.72,1.18,1.15,4.53,229,19,9.78,Medium,No,Mild,0
24,Other,4.1,5.1,2.83,2.55,7.64,198,56,4.93,High,Yes,Severe,1
35,Female,4.74,3.01,1.78,2.17,6.07,89,29,7.63,High,No,Mild,0
23,Female,11.45,4.6,2.71,3.78,4.71,47,37,12.24,Medium,Yes,Severe,1
34,Other,9.17,5.09,1.85,4.37,6.98,65,117,9.77,Low,No,Severe,1
18,Other,11.72,0.61,3.63,2.47,8.56,248,144,12.24,High,No,Moderate,1
31,Other,3.61,5.39,3.37,5.05,5.09,175,71,5.03,High,No,Severe,1
29,Other,8.37,1.5,1.3,4.86,7.04,133,97,9.98,High,Yes,Moderate,1
24,Female,10.07,5.94,3.19,1.73,7.69,214,99,11.74,Low,No,Severe,1
21,Other,3.79,2.64,2.2,5.88,8.32,155,161,5.45,Low,Yes,Mild,0
23,Female,4.63,4.77,0.81,4.4,7.18,116,30,5.15,High,Yes,Severe,1
31,Female,9.13,0.89,2.69,4.0,8.5,170,173,11.43,Low,No,Severe,1
21,Male,9.66,4.61,2.92,3.65,7.9,142,162,12.37,High,Yes,Severe,1
28,Other,9.26,5.64,3.65,5.21,5.49,153,139,11.63,High,No,Moderate,1
29,Female,9.6,5.8,2.24,3.88,6.28,186,41,11.47,Medium,Yes,Severe,1
25,Female,3.46,5.5,2.27,4.05,6.62,147,165,4.67,High,No,Severe,1
32,Male,9.16,4.03,1.01,4.9,5.75,237,26,10.79,High,Yes,Severe,1
30,Other,8.76,5.59,1.14,1.78,7.96,232,105,11.74,Low,No,Moderate,1
26,Other,5.25,3.69,3.68,1.65,7.25,104,175,7.34,High,Yes,Mild,0
31,Female,6.27,5.2,1.8,4.66,8.65,147,99,7.81,High,Yes,Severe,1
34,Female,5.78,5.03,3.96,4.22,6.7,197,68,6.42,Medium,Yes,Severe,1
30,Other,3.85,5.57,2.55,1.56,7.46,184,175,4.36,High,Yes,Severe,1
28,Female,9.14,0.74,0.75,0.98,9.0,55,115,10.43,Low,No,Moderate,1
28,Female,10.28,2.07,1.8,1.94,7.6,68,50,13.2,Low,No,Severe,1
20,Male,5.63,4.86,1.32,0.68,5.59,111,95,7.05,High,No,Moderate,1
21,Other,7.96,1.87,2.65,1.01,7.36,142,18,10.57,Medium,Yes,Moderate,1
30,Female,3.93,1.35,3.48,5.48,6.93,80,176,4.5,Medium,No,Mild,0
35,Male,9.25,1.87,0.02,1.91,6.16,227,102,11.2,Low,Yes,Severe,1
28,Male,6.86,3.25,1.95,3.46,8.11,99,70,7.94,Low,No,Moderate,1
19,Other,5.37,5.03,0.14,3.36,7.62,231,77,6.87,Medium,Yes,Severe,1
18,Other,4.65,4.27,0.6,3.6,6.19,106,20,6.15,Medium,Yes,Severe,1
32,Other,3.21,4.47,3.82,4.23,5.28,34,68,5.17,Low,No,Severe,1
19,Other,7.11,3.8,3.58,5.52,6.22,206,33,8.99,Low,Yes,Mild,0
20,Male,9.67,1.37,3.68,4.81,7.24,48,15,12.3,Low,Yes,Severe,1
23,Male,4.56,2.8,3.46,5.44,5.07,57,145,5.64,Medium,No,Mild,0
32,Female,10.01,2.24,2.48,2.28,7.81,157,128,12.48,High,Yes,Moderate,1
24,Female,4.36,4.31,2.07,4.32,7.84,40,57,5.91,High,Yes,Severe,1
31,Other,9.33,2.51,2.32,1.26,8.46,145,119,9.86,High,No,Moderate,1
31,Other,10.98,5.73,1.76,4.32,5.66,229,102,11.92,Medium,Yes,Severe,1
32,Female,9.25,3.08,2.19,3.45,4.56,20,170,10.43,Medium,No,Severe,1
19,Other,11.95,0.98,3.62,3.33,7.23,59,154,13.22,Medium,Yes,Moderate,1
22,Male,11.04,4.28,0.28,4.04,6.2,50,127,11.61,Medium,Yes,Severe,1
34,Female,11.47,0.68,1.55,4.44,6.94,22,66,12.16,High,No,Severe,1
33,Other,11.72,3.67,1.47,0.85,6.6,154,63,14.46,Low,No,Moderate,1
32,Male,3.02,4.36,1.89,4.31,8.01,195,117,4.73,Low,No,Moderate,1
33,Other,7.21,1.07,3.8,3.09,5.78,92,72,8.27,High,No,Moderate,1
30,Other,7.08,1.33,3.65,2.77,7.51,103,32,7.81,High,Yes,Mild,0
33,Male,3.46,1.08,2.22,2.49,7.77,23,110,4.08,Medium,No,Mild,0
25,Other,9.33,3.9,0.13,0.57,7.54,178,135,10.74,High,No,Severe,1
32,Female,9.07,4.1,3.44,2.34,5.54,173,123,10.37,High,No,Severe,1
23,Male,6.12,2.61,2.71,3.89,7.84,191,57,6.76,Low,No,Moderate,1
29,Other,10.01,1.66,1.17,5.68,8.04,237,108,10.74,Low,Yes,Severe,1
25,Male,10.82,4.84,3.18,2.68,7.08,220,170,12.44,High,Yes,Severe,1
34,Other,5.88,3.23,0.35,4.88,5.86,188,26,8.38,High,No,Mild,0
29,Female,7.0,1.96,0.11,3.89,7.01,73,61,8.15,Low,No,Mild,0
21,Other,3.87,1.14,2.77,0.81,7.66,115,33,6.78,Medium,No,Mild,0
35,Other,9.01,4.5,2.39,5.0,4.84,111,162,10.54,High,Yes,Moderate,1
32,Male,9.51,1.59,1.1,5.65,6.89,244,25,12.22,Low,No,Severe,1
29,Other,8.55,5.72,2.65,1.24,6.01,104,90,10.42,Low,No,Moderate,1
22,Female,11.72,5.2,3.22,3.09,7.57,175,153,12.92,Medium,No,Moderate,1
23,Female,8.25,5.65,3.83,3.15,6.96,84,136,11.22,Low,Yes,Severe,1
20,Female,7.12,3.24,2.14,4.95,6.05,56,174,9.7,Low,No,Moderate,1
34,Female,7.67,3.9,2.36,3.48,6.57,140,99,8.9,Medium,No,Moderate,1
20,Male,5.12,0.52,3.67,5.59,5.11,168,69,6.66,Low,No,Mild,0
32,Female,6.0,5.95,3.95,3.7,5.63,249,78,7.79,Low,Yes,Moderate,1
34,Other,5.58,2.12,2.42,2.82,8.05,109,119,6.38,Low,No,Mild,0
30,Other,4.22,1.23,3.69,5.27,4.78,227,134,4.79,Medium,No,Mild,0
18,Male,10.8,5.82,0.41,0.69,7.68,135,177,13.61,Low,Yes,Moderate,1
32,Female,11.64,1.47,3.54,4.08,7.88,145,32,13.48,High,Yes,Severe,1
32,Other,10.85,2.44,0.75,0.84,8.13,53,175,11.54,High,Yes,Severe,1
23,Other,8.02,3.19,3.03,0.76,6.28,39,96,10.26,Medium,No,Severe,1
30,Male,6.39,2.45,1.3,5.08,4.86,27,57,8.46,High,Yes,Moderate,1
20,Other,11.44,5.53,2.09,3.47,6.45,30,95,14.03,High,No,Severe,1
34,Male,9.85,1.47,2.01,1.36,7.62,156,88,11.47,Low,No,Moderate,1
23,Male,11.26,1.64,1.73,2.6,6.46,95,47,13.73,High,No,Severe,1
31,Male,11.5,4.36,3.11,1.52,5.15,138,111,14.45,High,Yes,Moderate,1
34,Female,11.95,3.16,2.24,5.07,6.47,40,16,13.47,High,Yes,Moderate,1
29,Female,10.32,4.65,3.91,4.0,6.16,82,102,13.05,Low,Yes,Moderate,1
33,Male,8.8,4.72,0.22,2.32,6.03,111,164,10.47,Low,Yes,Severe,1
22,Female,4.53,2.39,3.7,2.96,8.6,99,56,7.0,Low,Yes,Mild,0
28,Male,5.61,2.76,2.41,4.84,7.58,168,130,8.34,Medium,Yes,Mild,0
21,Male,6.74,5.84,2.15,5.75,6.12,169,122,8.83,Medium,No,Severe,1
34,Other,6.52,4.83,3.5,2.59,4.55,91,146,8.7,Medium,No,Severe,1
25,Male,4.87,4.41,2.49,0.89,7.6,92,154,6.88,Medium,No,Severe,1
18,Female,8.93,2.83,0.65,4.23,5.68,100,164,11.53,High,No,Moderate,1
34,Female,3.26,1.15,2.89,3.28,4.91,214,111,4.12,Low,Yes,Mild,0
35,Female,8.62,2.26,3.55,4.76,4.84,158,19,11.49,Medium,Yes,Moderate,1
26,Female,10.54,1.59,1.61,0.62,7.36,135,140,11.45,Medium,Yes,Severe,1
29,Other,8.47,4.13,1.47,4.33,7.12,249,90,9.85,Medium,No,Severe,1
29,Male,11.79,0.64,1.37,5.43,5.58,181,114,12.63,High,Yes,Severe,1
27,Other,7.63,5.31,3.83,2.07,4.83,77,174,8.99,Low,No,Moderate,1
29,Male,4.29,5.63,3.77,5.42,7.98,185,143,5.2,Low,No,Severe,1
20,Other,8.49,4.4,0.37,5.08,6.18,95,90,9.79,Low,Yes,Moderate,1
22,Other,7.26,2.62,2.49,1.94,5.41,151,155,8.11,Low,Yes,Moderate,1
25,Male,4.55,5.65,3.14,4.56,5.78,93,17,6.89,Low,Yes,Severe,1
27,Female,8.8,4.87,0.09,1.88,5.29,203,37,11.36,Low,No,Moderate,1
33,Male,8.15,3.71,0.24,0.65,8.66,142,170,10.93,Low,Yes,Moderate,1
28,Other,5.72,0.54,2.21,3.77,8.8,220,44,6.73,Medium,Yes,Mild,0
29,Female,7.26,1.61,2.4,4.27,6.45,65,133,8.83,Medium,Yes,Mild,0
19,Other,3.83,3.76,1.22,0.69,7.28,174,27,5.72,High,Yes,Mild,0
28,Male,6.53,3.59,3.27,1.64,6.49,58,74,8.93,High,No,Moderate,1
27,Other,11.76,4.41,2.78,0.88,6.68,22,70,13.99,High,Yes,Moderate,1
33,Other,5.62,2.27,3.47,1.12,7.75,220,55,6.18,Low,No,Mild,0
29,Female,6.87,5.77,0.31,5.42,6.64,120,103,7.52,High,No,Severe,1
22,Other,6.22,5.23,1.84,1.74,8.21,213,68,7.01,Low,Yes,Severe,1
34,Male,9.55,1.01,3.89,4.2,8.89,34,95,11.98,High,No,Moderate,1
30,Other,10.74,1.63,1.7,5.28,4.6,108,167,12.76,Medium,No,Severe,1
25,Male,10.75,1.25,3.06,1.7,6.58,27,141,11.52,High,No,Moderate,1
33,Other,10.8,0.86,2.62,3.58,5.39,66,70,12.05,Low,No,Severe,1
33,Male,5.64,5.35,2.17,3.39,5.37,244,58,6.75,Medium,Yes,Severe,1
22,Female,7.72,5.39,3.65,5.11,5.14,115,155,10.58,High,No,Severe,1
21,Female,4.9,4.73,3.58,5.75,8.02,74,94,6.7,Low,Yes,Severe,1
35,Female,8.05,1.63,2.84,1.57,8.45,235,177,9.03,Low,Yes,Moderate,1
25,Female,6.7,2.91,2.08,2.77,8.54,90,147,8.28,Medium,No,Mild,0
25,Male,7.42,0.99,0.15,1.75,6.56,108,58,9.36,Medium,No,Mild,0
26,Other,6.23,2.16,2.05,1.11,7.99,84,35,7.65,Low,Yes,Moderate,1
24,Male,9.33,5.4,0.29,3.46,5.03,98,113,12.12,Low,No,Moderate,1
34,Other,8.47,2.7,2.99,4.8,6.04,201,176,9.64,Medium,No,Moderate,1
30,Male,7.51,1.86,2.03,1.91,8.32,219,74,9.26,Low,No,Mild,0
27,Male,10.9,4.22,2.53,2.23,8.96,236,160,12.29,Medium,No,Moderate,1
25,Other,11.93,5.18,0.37,5.75,7.4,55,53,13.67,Low,Yes,Severe,1
33,Other,11.16,4.28,2.76,4.08,7.77,216,128,13.52,Low,No,Moderate,1
29,Male,8.92,5.31,3.77,2.29,7.56,135,20,11.87,High,Yes,Severe,1
20,Other,6.66,5.55,1.44,3.49,4.81,125,81,9.3,Low,Yes,Severe,1
26,Other,8.06,1.54,2.98,3.11,6.59,23,122,8.99,Medium,No,Severe,1
33,Other,10.58,4.34,1.41,2.89,6.64,63,143,11.1,Low,Yes,Severe,1
20,Female,8.84,2.96,1.08,3.04,7.48,92,96,10.8,Low,No,Moderate,1
24,Male,7.96,5.03,1.69,5.5,6.81,144,38,10.18,High,Yes,Moderate,1
29,Female,9.96,4.83,3.55,5.41,5.41,74,138,10.88,High,No,Severe,1
33,Male,8.16,3.55,2.64,0.77,5.12,246,98,9.61,High,No,Severe,1
20,Other,6.07,3.58,3.53,4.51,4.79,154,134,8.97,High,No,Mild,0
18,Other,7.39,3.67,0.46,2.79,4.84,122,80,8.53,High,Yes,Mild,0
34,Other,5.17,4.67,1.83,4.9,5.28,216,92,7.85,Medium,Yes,Severe,1
23,Other,5.17,6.0,2.68,5.84,7.02,234,141,6.82,Low,No,Moderate,1
22,Female,6.07,1.45,3.73,1.36,7.88,206,157,8.64,High,Yes,Mild,0
33,Other,8.15,3.72,2.46,4.16,6.35,24,52,10.0,Medium,Yes,Moderate,1
29,Other,7.13,2.75,1.61,5.04,6.88,47,15,9.7,Low,No,Mild,0
18,Male,7.02,4.96,1.95,4.77,6.87,151,121,9.82,High,No,Moderate,1
19,Other,7.49,5.12,3.01,0.69,8.84,247,146,8.58,High,No,Moderate,1
31,Female,7.43,2.17,1.76,2.75,7.58,177,119,8.8,Medium,No,Moderate,1
30,Other,5.85,1.23,1.88,2.48,5.74,217,168,7.62,High,Yes,Mild,0
26,Female,7.49,3.68,0.01,5.56,4.68,98,100,9.9,Low,Yes,Mild,0
23,Male,6.57,5.95,0.9,1.69,8.3,119,80,7.93,Medium,No,Moderate,1
18,Female,8.51,4.44,0.13,5.96,7.89,229,81,10.95,Low,No,Moderate,1
20,Other,6.89,2.39,2.59,1.99,6.3,142,109,7.7,Medium,Yes,Moderate,1
18,Female,3.56,4.89,3.36,5.34,6.3,216,119,5.56,Low,Yes,Moderate,1
31,Male,5.07,5.96,0.52,3.43,6.1,122,55,7.5,High,Yes,Severe,1
25,Other,7.48,1.47,1.35,3.69,4.96,79,73,9.77,High,Yes,Mild,0
35,Female,10.99,3.33,2.13,2.52,7.36,41,47,12.39,Medium,Yes,Severe,1
25,Other,6.96,3.76,3.2,4.03,6.17,195,44,8.65,Medium,No,Mild,0
30,Other,5.66,5.14,1.43,2.16,8.24,56,39,7.08,High,Yes,Severe,1
23,Other,6.92,0.67,0.83,1.3,8.21,70,180,9.84,High,No,Moderate,1
24,Other,5.37,5.79,2.1,3.56,7.36,166,24,6.42,Medium,No,Moderate,1
24,Male,3.72,2.55,0.95,1.02,6.79,213,163,6.28,Medium,No,Mild,0
18,Male,4.15,0.56,1.74,5.32,7.81,154,118,6.24,Low,No,Mild,0
27,Other,7.45,3.09,3.48,5.06,7.1,156,124,8.57,High,No,Mild,0
29,Male,5.88,4.59,1.66,2.9,7.48,114,65,6.57,Low,No,Moderate,1
19,Female,4.35,5.19,0.06,1.31,8.13,139,67,5.8,Medium,Yes,Moderate,1
30,Other,8.91,3.04,2.88,5.05,5.27,206,67,10.12,High,No,Severe,1
24,Other,8.39,0.86,2.67,0.53,4.93,51,23,10.4,Medium,No,Severe,1
18,Other,9.73,1.64,3.44,1.35,5.89,213,129,12.16,High,Yes,Severe,1
29,Male,8.53,3.97,1.12,3.16,6.44,34,172,10.71,High,Yes,Severe,1
31,Other,5.63,5.66,2.83,4.14,7.37,163,42,6.17,Medium,No,Moderate,1
26,Male,6.77,5.79,3.34,1.9,6.72,74,74,8.62,High,Yes,Severe,1
34,Female,11.49,0.66,1.33,2.9,8.63,42,156,12.47,High,No,Severe,1
20,Other,8.34,5.57,2.16,1.8,6.5,82,82,9.73,High,No,Severe,1
24,Female,7.53,2.67,2.99,0.82,5.58,150,161,9.64,High,No,Moderate,1
29,Female,6.5,5.02,2.02,0.85,6.85,31,68,7.83,Medium,No,Severe,1
19,Male,3.38,5.06,0.49,3.37,5.5,75,110,4.21,High,No,Severe,1
21,Male,10.33,3.34,1.26,0.5,8.38,62,165,11.68,Medium,Yes,Moderate,1
18,Other,3.62,5.21,3.24,5.21,4.93,158,38,6.4,High,Yes,Severe,1
20,Other,8.38,3.84,3.08,1.14,8.61,180,110,8.97,Medium,No,Moderate,1
21,Female,9.05,4.57,2.37,5.08,7.09,156,127,9.75,Medium,No,Moderate,1
18,Female,7.83,4.03,2.44,1.31,8.33,201,56,10.21,High,No,Moderate,1
21,Male,8.4,0.96,3.85,1.71,8.16,39,64,9.6,Medium,Yes,Moderate,1
26,Male,3.37,0.79,3.97,1.67,8.43,38,135,5.11,High,No,Mild,0
25,Male,11.25,5.97,2.37,5.07,8.74,129,96,12.98,Low,Yes,Moderate,1
35,Male,6.88,5.07,0.25,0.95,5.05,206,48,9.54,High,Yes,Moderate,1
28,Other,8.4,3.55,2.75,4.36,8.98,228,41,11.01,High,No,Moderate,1
30,Other,10.74,0.77,1.15,0.67,5.23,36,51,13.13,Low,No,Moderate,1
21,Other,6.64,2.01,0.41,4.29,7.01,23,79,7.78,Medium,Yes,Mild,0
33,Female,11.16,1.91,3.22,3.53,5.56,128,159,12.47,Medium,No,Moderate,1
18,Female,8.32,4.96,2.96,5.06,8.6,28,120,10.89,High,No,Severe,1
30,Other,6.89,3.57,2.74,4.01,8.62,109,161,9.02,Medium,No,Mild,0
35,Male,5.59,2.73,1.56,0.97,7.2,108,64,6.2,Medium,No,Mild,0
34,Male,11.82,2.7,1.88,2.11,7.7,247,147,13.12,Low,Yes,Severe,1
32,Female,11.62,0.97,3.03,2.63,7.96,158,117,13.21,Low,No,Moderate,1
30,Female,10.89,3.77,2.53,4.82,6.36,186,26,11.7,Medium,No,Moderate,1
33,Male,10.39,2.12,0.63,5.43,8.2,147,48,11.41,High,Yes,Severe,1
26,Male,4.61,1.62,0.61,5.05,6.26,28,15,6.41,High,No,Mild,0
24,Male,9.47,3.33,1.49,2.78,5.98,232,174,10.54,High,Yes,Moderate,1
22,Female,9.53,4.41,0.03,0.97,5.16,244,163,10.71,Medium,Yes,Moderate,1
20,Other,5.53,0.67,3.61,5.59,6.68,76,82,7.77,Low,No,Mild,0
35,Other,4.36,5.31,0.18,1.32,8.68,129,150,5.23,Low,Yes,Severe,1
34,Female,3.73,1.1,0.06,0.73,7.56,118,53,6.38,Low,No,Mild,0
34,Female,9.95,4.65,1.74,1.69,6.0,149,136,11.58,Medium,No,Moderate,1
24,Female,9.91,2.15,2.09,3.43,5.38,213,141,12.47,Low,No,Severe,1
23,Male,4.15,2.27,1.31,0.87,6.6,154,157,6.54,High,Yes,Mild,0
25,Female,5.27,2.51,2.22,3.4,6.8,140,55,5.79,Medium,No,Mild,0
31,Other,6.42,2.58,0.18,1.21,6.96,146,91,7.72,High,No,Mild,0
22,Other,6.57,1.02,2.62,3.14,5.83,250,36,7.71,Medium,Yes,Mild,0
21,Female,3.14,2.63,1.11,2.07,5.14,221,167,4.59,Medium,No,Mild,0
26,Male,11.38,1.67,2.38,3.87,6.65,227,46,13.59,Medium,Yes,Moderate,1
26,Male,10.07,5.63,0.66,2.88,7.27,27,38,10.63,Low,Yes,Severe,1
34,Female,6.63,5.71,3.98,4.95,5.09,113,161,8.61,Medium,No,Moderate,1
31,Male,11.8,1.71,0.51,5.47,7.13,31,68,12.84,Low,Yes,Moderate,1
28,Other,5.38,0.73,3.52,0.58,6.53,195,45,8.33,High,Yes,Mild,0
32,Other,6.4,4.44,0.65,5.96,8.34,50,61,8.87,High,Yes,Moderate,1
24,Other,10.73,3.27,3.46,3.45,6.66,222,81,13.14,Low,No,Severe,1
24,Female,8.39,1.59,0.04,2.15,8.01,184,165,11.39,Medium,Yes,Moderate,1
30,Female,8.94,2.68,3.55,3.49,8.95,44,61,9.95,High,No,Moderate,1
34,Male,10.3,2.02,3.51,3.59,5.01,153,94,13.25,Medium,No,Moderate,1
26,Male,8.63,3.41,0.33,2.76,6.02,109,107,10.98,High,No,Severe,1
20,Other,8.6,3.25,3.02,5.57,5.44,238,119,9.58,High,No,Severe,1
33,Male,10.69,1.56,2.43,0.57,8.15,237,118,11.48,Low,Yes,Moderate,1
26,Other,11.94,3.82,0.35,5.25,6.86,120,39,14.44,Medium,No,Severe,1
18,Female,5.81,3.96,3.2,3.82,8.8,107,138,6.87,High,Yes,Mild,0
30,Male,7.16,1.77,1.81,5.88,7.13,120,45,7.77,Low,Yes,Moderate,1
31,Male,5.75,4.21,0.23,3.3,6.24,164,127,8.7,Medium,No,Severe,1
29,Other,6.26,4.25,2.47,1.36,8.44,139,16,7.06,High,No,Severe,1
21,Female,10.5,3.07,2.0,3.94,5.32,234,120,11.01,High,No,Severe,1
34,Female,7.97,3.45,2.56,3.53,7.89,28,149,9.33,High,No,Mild,0
34,Female,6.41,5.83,3.45,5.0,8.24,95,69,9.28,Low,No,Severe,1
33,Other,3.46,2.6,0.6,2.68,6.72,128,104,5.45,Medium,No,Mild,0
30,Female,6.47,1.93,2.33,1.96,6.49,40,104,7.85,High,Yes,Moderate,1
26,Other,10.77,4.06,2.87,1.21,4.61,113,76,12.38,Low,Yes,Severe,1
34,Female,8.5,2.23,0.91,3.93,6.0,26,75,10.1,Medium,No,Moderate,1
30,Male,5.73,4.57,0.17,5.55,8.15,27,136,6.78,Low,Yes,Severe,1
29,Female,3.01,5.34,0.87,4.96,7.68,234,22,4.3,Low,Yes,Severe,1
34,Other,5.07,3.43,2.53,2.88,5.41,94,116,6.74,High,No,Mild,0
30,Male,10.77,4.6,0.99,5.18,8.78,144,65,13.33,High,No,Severe,1
28,Other,8.35,4.8,2.83,4.67,5.78,228,32,8.98,Low,Yes,Moderate,1
33,Female,6.93,3.16,2.13,4.25,7.18,49,115,8.18,High,No,Moderate,1
33,Female,4.82,1.58,0.94,5.09,6.42,87,79,5.86,Medium,No,Mild,0
33,Female,7.75,1.66,1.37,5.7,8.6,191,179,9.97,Medium,Yes,Mild,0
18,Other,9.54,5.23,1.88,2.88,6.62,143,36,11.63,High,Yes,Moderate,1
23,Other,5.15,4.45,3.69,5.24,7.06,52,63,6.88,Medium,No,Severe,1
21,Other,9.3,5.81,3.64,1.87,6.35,148,129,9.82,High,Yes,Severe,1
20,Male,9.83,3.95,3.02,5.15,6.14,246,22,12.38,Medium,Yes,Severe,1
32,Other,7.75,4.69,2.72,2.16,6.89,88,146,10.67,Low,Yes,Severe,1
29,Male,7.16,2.88,3.46,4.13,7.61,21,89,9.85,High,Yes,Moderate,1
20,Male,6.85,4.59,1.3,3.93,8.23,86,83,9.57,High,No,Moderate,1
24,Other,11.96,5.84,0.13,3.94,6.17,21,102,12.85,High,Yes,Moderate,1
29,Other,4.43,5.08,2.6,5.44,7.23,173,174,5.94,Low,Yes,Moderate,1
23,Female,11.19,2.47,3.86,2.44,8.86,82,22,12.79,High,Yes,Severe,1
19,Male,10.24,4.25,0.83,1.4,5.03,241,175,12.26,Low,Yes,Severe,1
18,Other,5.63,1.6,2.66,3.42,7.65,214,113,8.46,Low,Yes,Mild,0
21,Other,10.04,0.68,0.95,5.82,8.59,108,91,11.87,High,No,Moderate,1
29,Male,6.99,5.04,2.4,5.37,7.14,154,53,8.17,High,No,Severe,1
34,Male,10.47,2.56,0.34,1.36,5.15,193,63,12.88,Low,No,Severe,1
29,Female,10.81,1.04,1.37,5.29,6.14,139,122,13.25,High,Yes,Severe,1
19,Female,5.19,5.65,0.5,2.83,7.77,232,173,6.51,Medium,No,Severe,1
21,Other,9.08,2.36,3.3,4.69,6.81,92,164,11.43,High,No,Moderate,1
22,Female,8.89,2.08,2.85,0.73,8.63,26,128,11.72,Medium,No,Severe,1
24,Female,6.31,2.33,2.04,5.22,6.79,202,49,8.47,Medium,No,Moderate,1
32,Male,9.91,2.99,1.99,3.21,6.17,243,61,11.33,High,Yes,Moderate,1
34,Other,7.03,5.18,2.95,4.97,5.62,172,135,9.07,Low,No,Moderate,1
27,Female,10.87,5.41,2.4,2.06,8.24,165,121,12.52,Medium,Yes,Severe,1
32,Other,6.88,1.95,2.94,0.61,5.86,220,54,9.66,Low,No,Mild,0
33,Male,6.58,1.59,0.25,2.06,6.16,48,175,7.58,Low,No,Mild,0
31,Other,11.93,5.76,2.65,1.62,8.07,188,138,14.18,Medium,No,Moderate,1
29,Female,9.83,2.16,3.21,3.69,4.63,126,28,11.06,Low,No,Moderate,1
